runner,dataset,split,label_ts,snapshot_index,snapshot_ts,snapshot_edges,snapshot_t_min,snapshot_t_max,frontier_n,frontier_t_min,frontier_t_max,ingested_t_lt_label,ingested_t_eq_label,ingested_t_gt_label,label_nodes,label_hash,pending_label_before,pending_label_after,labels_drained_in_snapshot,drain_position,first_in_split,last_in_split
ours,tgbn-genre,train,1156392000,555,1156395601,9424,1156309203,1156395601,3163782,1108357203,1156395601,3161228,2554,0,189,7afc2d227fa395a5,1156392000,1156478400,1,0,False,False
ours,tgbn-genre,train,1156478400,556,1156482001,10386,1156395603,1156482001,3174168,1108357203,1156482001,3171615,2553,0,183,e265141c11af85cb,1156478400,1156564800,1,0,False,False
ours,tgbn-genre,train,1156564800,557,1156568402,10873,1156482004,1156568402,3185041,1108357203,1156568402,3182579,2462,0,173,16dcb41c19ef95f4,1156564800,1156651200,1,0,False,False
ours,tgbn-genre,train,1156651200,558,1156654801,10342,1156568461,1156654801,3195383,1108357203,1156654801,3192773,2610,0,151,ff3bf4cb4cb37ad5,1156651200,1156737600,1,0,False,False
ours,tgbn-genre,train,1156737600,559,1156741143,11134,1156654862,1156741143,3206517,1108357203,1156741143,3203245,3272,0,161,e652943ed0caaa12,1156737600,1156824000,1,0,False,False
ours,tgbn-genre,train,1156824000,560,1156827544,10434,1156741205,1156827544,3216951,1108357203,1156827544,3214353,2598,0,184,7233129fe2ba5b17,1156824000,1156910400,1,0,False,False
ours,tgbn-genre,train,1156910400,561,1156914001,11422,1156827604,1156914001,3228373,1108357203,1156914001,3225672,2701,0,184,0c1e324fca7b45c3,1156910400,1156996800,1,0,False,False
ours,tgbn-genre,train,1156996800,562,1157000402,12700,1156914003,1157000402,3241073,1108357203,1157000402,3238318,2755,0,197,b71d0b914daef3e2,1156996800,1157083200,1,0,False,False
ours,tgbn-genre,train,1157083200,563,1157086801,11742,1157000404,1157086801,3252815,1108357203,1157086801,3250148,2667,0,188,025fce95363764d9,1157083200,1157169600,1,0,False,False
ours,tgbn-genre,train,1157169600,564,1157173202,10639,1157086803,1157173202,3263454,1108357203,1157173202,3260813,2641,0,203,76b1fcea69ea7c2c,1157169600,1157256000,1,0,False,False
ours,tgbn-genre,train,1157256000,565,1157259601,8998,1157173203,1157259601,3272452,1108357203,1157259601,3270048,2404,0,173,0c0b4f68f09dfd3c,1157256000,1157342400,1,0,False,False
ours,tgbn-genre,train,1157342400,566,1157346002,11401,1157259660,1157346002,3283853,1108357203,1157346002,3280850,3003,0,174,6b3dd232ce2459af,1157342400,1157428800,1,0,False,False
ours,tgbn-genre,train,1157428800,567,1157432402,12642,1157346004,1157432402,3296495,1108357203,1157432402,3293883,2612,0,190,342212dd4851e8c7,1157428800,1157515200,1,0,False,False
ours,tgbn-genre,train,1157515200,568,1157518745,13854,1157432464,1157518745,3310349,1108357203,1157518745,3306950,3399,0,190,e06168d151f304e0,1157515200,1157601600,1,0,False,False
ours,tgbn-genre,train,1157601600,569,1157605201,14562,1157518804,1157605201,3324911,1108357203,1157605201,3321077,3834,0,188,4f639eea6f23af19,1157601600,1157688000,1,0,False,False
ours,tgbn-genre,train,1157688000,570,1157691601,11458,1157605203,1157691601,3336369,1108357203,1157691601,3333870,2499,0,182,3e4fe7ab14213327,1157688000,1157774400,1,0,False,False
ours,tgbn-genre,train,1157774400,571,1157778002,12623,1157691664,1157778002,3348992,1108357203,1157778002,3345534,3458,0,173,9e74e8827fe5ae7c,1157774400,1157860800,1,0,False,False
ours,tgbn-genre,train,1157860800,572,1157864343,10912,1157778061,1157864343,3359904,1108357203,1157864343,3357683,2221,0,152,77b31cc040d91fee,1157860800,1157947200,1,0,False,False
ours,tgbn-genre,train,1157947200,573,1157950801,11124,1157864461,1157950801,3371028,1108357203,1157950801,3368087,2941,0,169,ffdb20a897d9c846,1157947200,1158033600,1,0,False,False
ours,tgbn-genre,train,1158033600,574,1158037200,13746,1157950805,1158037200,3384774,1108357203,1158037200,3381061,3713,0,171,0c7e0a5071c32454,1158033600,1158120000,1,0,False,False
ours,tgbn-genre,train,1158120000,575,1158123600,10274,1158037203,1158123600,3395048,1108357203,1158123600,3392658,2390,0,190,65339d376a4b8010,1158120000,1158206400,1,0,False,False
ours,tgbn-genre,train,1158206400,576,1158210002,11749,1158123604,1158210002,3406797,1108357203,1158210002,3404513,2284,0,187,0410c95566cb087f,1158206400,1158292800,1,0,False,False
ours,tgbn-genre,train,1158292800,577,1158296344,10896,1158210003,1158296344,3417693,1108357203,1158296344,3415360,2333,0,189,a98a8c71f3d871f6,1158292800,1158379200,1,0,False,False
ours,tgbn-genre,train,1158379200,578,1158382744,9504,1158296404,1158382744,3427197,1108357203,1158382744,3425191,2006,0,181,81dba566c486ec9d,1158379200,1158465600,1,0,False,False
ours,tgbn-genre,train,1158465600,579,1158469202,9365,1158382804,1158469202,3436562,1108357203,1158469202,3434235,2327,0,165,2f56a666e6e830eb,1158465600,1158552000,1,0,False,False
ours,tgbn-genre,train,1158552000,580,1158555545,10355,1158469205,1158555545,3446917,1108357203,1158555545,3444537,2380,0,189,53ccd39cd4541ce5,1158552000,1158638400,1,0,False,False
ours,tgbn-genre,train,1158638400,581,1158642000,9629,1158555603,1158642000,3456546,1108357203,1158642000,3453967,2579,0,199,9d2460eba47dd176,1158638400,1158724800,1,0,False,False
ours,tgbn-genre,train,1158724800,582,1158728402,12472,1158642005,1158728402,3469018,1108357203,1158728402,3465957,3061,0,183,f560cf6fd6287f6c,1158724800,1158811200,1,0,False,False
ours,tgbn-genre,train,1158811200,583,1158814801,10907,1158728462,1158814801,3479925,1108357203,1158814801,3477380,2545,0,204,b2f1071b59bc0aad,1158811200,1158897600,1,0,False,False
ours,tgbn-genre,train,1158897600,584,1158901144,11488,1158814803,1158901144,3491413,1108357203,1158901144,3488915,2498,0,199,fb9ab1bd7a90ba6a,1158897600,1158984000,1,0,False,False
ours,tgbn-genre,train,1158984000,585,1158987544,9698,1158901260,1158987544,3501111,1108357203,1158987544,3498751,2360,0,190,a151d100dfe32145,1158984000,1159070400,1,0,False,False
ours,tgbn-genre,train,1159070400,586,1159074002,9696,1158987660,1159074002,3510807,1108357203,1159074002,3508329,2478,0,169,611c06d6b7ee0a6a,1159070400,1159156800,1,0,False,False
ours,tgbn-genre,train,1159156800,587,1159160341,11836,1159074005,1159160341,3522643,1108357203,1159160341,3519387,3256,0,179,757db8777b4d817e,1159156800,1159243200,1,0,False,False
ours,tgbn-genre,train,1159243200,588,1159246745,11770,1159160404,1159246745,3534413,1108357203,1159246745,3531385,3028,0,198,17955ecb704ef794,1159243200,1159329600,1,0,False,False
ours,tgbn-genre,train,1159329600,589,1159333201,10907,1159246863,1159333201,3545320,1108357203,1159333201,3542673,2647,0,196,45adbe88c78d8e81,1159329600,1159416000,1,0,False,False
ours,tgbn-genre,train,1159416000,590,1159419601,12688,1159333260,1159419601,3558008,1108357203,1159419601,3555254,2754,0,202,7de1d456b54ff1e8,1159416000,1159502400,1,0,False,False
ours,tgbn-genre,train,1159502400,591,1159506002,10655,1159419661,1159506002,3568663,1108357203,1159506002,3565944,2719,0,204,123de0f32be1b7b0,1159502400,1159588800,1,0,False,False
ours,tgbn-genre,train,1159588800,592,1159592345,11446,1159506004,1159592345,3580109,1108357203,1159592345,3577711,2398,0,202,8fd556501baadee7,1159588800,1159675200,1,0,False,False
ours,tgbn-genre,train,1159675200,593,1159678743,10795,1159592520,1159678743,3590904,1108357203,1159678743,3588239,2665,0,177,f26d0ae14f9bb3c2,1159675200,1159761600,1,0,False,False
ours,tgbn-genre,train,1159761600,594,1159765201,12922,1159678805,1159765201,3603826,1108357203,1159765201,3601176,2650,0,190,391adde5baccf9a6,1159761600,1159848000,1,0,False,False
ours,tgbn-genre,train,1159848000,595,1159851600,13111,1159765261,1159851600,3616937,1108357203,1159851600,3613424,3513,0,191,1994ce01661ec1ee,1159848000,1159934400,1,0,False,False
ours,tgbn-genre,train,1159934400,596,1159937942,12988,1159851603,1159937942,3629925,1108357203,1159937942,3626907,3018,0,194,cefbebdd778f2867,1159934400,1160020800,1,0,False,False
ours,tgbn-genre,train,1160020800,597,1160024400,13607,1159938003,1160024400,3643532,1108357203,1160024400,3640287,3245,0,190,223258828f7eca8c,1160020800,1160107200,1,0,False,False
ours,tgbn-genre,train,1160107200,598,1160110685,12353,1160024461,1160110685,3655885,1108357203,1160110685,3652672,3213,0,181,6e8afaf09075b06d,1160107200,1160193600,1,0,False,False
ours,tgbn-genre,train,1160193600,599,1160197085,11830,1160110804,1160197085,3667715,1108357203,1160197085,3665115,2600,0,188,1eab32519d89c024,1160193600,1160280000,1,0,False,False
ours,tgbn-genre,train,1160280000,600,1160283601,11062,1160197261,1160283601,3678777,1108357203,1160283601,3675921,2856,0,163,67ac4dc402f9fd61,1160280000,1160366400,1,0,False,False
ours,tgbn-genre,train,1160366400,601,1160370002,12149,1160283660,1160370002,3690926,1108357203,1160370002,3687924,3002,0,173,54fbd38c80a79d3d,1160366400,1160452800,1,0,False,False
ours,tgbn-genre,train,1160452800,602,1160456345,11076,1160370003,1160456345,3702002,1108357203,1160456345,3698532,3470,0,185,47ab3e80de05475c,1160452800,1160539200,1,0,False,False
ours,tgbn-genre,train,1160539200,603,1160542800,11101,1160456405,1160542800,3713103,1108357203,1160542800,3710446,2657,0,186,a1789ba07606c337,1160539200,1160625600,1,0,False,False
ours,tgbn-genre,train,1160625600,604,1160629141,13033,1160542804,1160629141,3726136,1108357203,1160629141,3721991,4145,0,188,37cc2c903a97a587,1160625600,1160712000,1,0,False,False
ours,tgbn-genre,train,1160712000,605,1160715601,10573,1160629205,1160715601,3736709,1108357203,1160715601,3734044,2665,0,183,095664a48c8e7072,1160712000,1160798400,1,0,False,False
ours,tgbn-genre,train,1160798400,606,1160801945,11423,1160715604,1160801945,3748132,1108357203,1160801945,3745256,2876,0,175,4e3e461d3375635c,1160798400,1160884800,1,0,False,False
ours,tgbn-genre,train,1160884800,607,1160888400,11462,1160802005,1160888400,3759594,1108357203,1160888400,3756748,2846,0,160,dfc777529e7c9adb,1160884800,1160971200,1,0,False,False
ours,tgbn-genre,train,1160971200,608,1160974802,11034,1160888403,1160974802,3770628,1108357203,1160974802,3767811,2817,0,177,94bcdd5c8a819b1d,1160971200,1161057600,1,0,False,False
ours,tgbn-genre,train,1161057600,609,1161061201,11491,1160974861,1161061201,3782119,1108357203,1161061201,3779344,2775,0,175,b80af8176eacb201,1161057600,1161144000,1,0,False,False
ours,tgbn-genre,train,1161144000,610,1161147602,10775,1161061204,1161147602,3792894,1108357203,1161147602,3789735,3159,0,189,231e3dd82d71dc38,1161144000,1161230400,1,0,False,False
ours,tgbn-genre,train,1161230400,611,1161233945,12017,1161147603,1161233945,3804911,1108357203,1161233945,3802068,2843,0,197,66c860dc947548eb,1161230400,1161316800,1,0,False,False
ours,tgbn-genre,train,1161316800,612,1161320402,10618,1161234062,1161320402,3815529,1108357203,1161320402,3812954,2575,0,195,3d0ff702c64e83cd,1161316800,1161403200,1,0,False,False
ours,tgbn-genre,train,1161403200,613,1161406741,10373,1161320404,1161406741,3825902,1108357203,1161406741,3823685,2217,0,178,acf7b7833ea6802f,1161403200,1161489600,1,0,False,False
ours,tgbn-genre,train,1161489600,614,1161493202,10855,1161406803,1161493202,3836757,1108357203,1161493202,3834120,2637,0,156,f0194cb6c3782a3a,1161489600,1161576000,1,0,False,False
ours,tgbn-genre,train,1161576000,615,1161579601,11950,1161493261,1161579601,3848707,1108357203,1161579601,3845634,3073,0,178,50b68a3aa3be79cd,1161576000,1161662400,1,0,False,False
ours,tgbn-genre,train,1161662400,616,1161666001,11581,1161579661,1161666001,3860288,1108357203,1161666001,3856840,3448,0,182,77cd55be5e62de5f,1161662400,1161748800,1,0,False,False
ours,tgbn-genre,train,1161748800,617,1161752402,12242,1161666005,1161752402,3872530,1108357203,1161752402,3869474,3056,0,186,89e79e1275f34e8e,1161748800,1161835200,1,0,False,False
ours,tgbn-genre,train,1161835200,618,1161838801,11657,1161752460,1161838801,3884187,1108357203,1161838801,3880947,3240,0,185,ec06e0f6227a59c2,1161835200,1161921600,1,0,False,False
ours,tgbn-genre,train,1161921600,619,1161925201,11925,1161838803,1161925201,3896112,1108357203,1161925201,3893012,3100,0,194,ba86f4e7432837c2,1161921600,1162008000,1,0,False,False
ours,tgbn-genre,train,1162008000,620,1162011602,11638,1161925203,1162011602,3907750,1108357203,1162011602,3905055,2695,0,194,5e577452bccb570d,1162008000,1162094400,1,0,False,False
ours,tgbn-genre,train,1162094400,621,1162098002,10368,1162011663,1162098002,3918118,1108357203,1162098002,3915752,2366,0,183,11ddd691cf51c131,1162094400,1162184400,1,0,False,False
ours,tgbn-genre,train,1162184400,622,1162184402,10666,1162098061,1162184402,3928784,1108357203,1162184402,3925956,2828,0,175,b55b92b1f744d7ef,1162184400,1162270800,1,0,False,False
ours,tgbn-genre,train,1162270800,623,1162270802,11436,1162184403,1162270802,3940220,1108357203,1162270802,3937071,3149,0,189,030c3c83db82c349,1162270800,1162357200,1,0,False,False
ours,tgbn-genre,train,1162357200,624,1162357200,10702,1162270862,1162357200,3950922,1108357203,1162357200,3948102,2820,0,195,f76715de3c38c4c0,1162357200,1162443600,1,0,False,False
ours,tgbn-genre,train,1162443600,625,1162443600,11079,1162357321,1162443600,3962001,1108357203,1162443600,3958271,3730,0,187,f1eeb3825ef92e73,1162443600,1162530000,1,0,False,False
ours,tgbn-genre,train,1162530000,626,1162530001,12663,1162443604,1162530001,3974664,1108357203,1162530001,3971031,3633,0,197,b455aba776c0325e,1162530000,1162616400,1,0,False,False
ours,tgbn-genre,train,1162616400,627,1162616401,12097,1162530003,1162616401,3986761,1108357203,1162616401,3983310,3451,0,192,76c8588837080be6,1162616400,1162702800,1,0,False,False
ours,tgbn-genre,train,1162702800,629,1162789202,10870,1162702804,1162789202,4009356,1108357203,1162789202,3995318,10765,3273,185,cbcb44ea703c5888,1162702800,1162875600,2,0,False,False
ours,tgbn-genre,train,1162789200,629,1162789202,10870,1162702804,1162789202,4009356,1108357203,1162789202,4006083,3273,0,186,bceb11cc29bd0b25,1162702800,1162875600,2,1,False,False
ours,tgbn-genre,train,1162875600,630,1162875602,12560,1162789262,1162875602,4021916,1108357203,1162875602,4018245,3671,0,201,27a5e6a1adc2c77d,1162875600,1162962000,1,0,False,False
ours,tgbn-genre,train,1162962000,631,1162962002,12542,1162875604,1162962002,4034458,1108357203,1162962002,4030739,3719,0,217,396348abdc958b9c,1162962000,1163048400,1,0,False,False
ours,tgbn-genre,train,1163048400,633,1163134743,12847,1163048462,1163134743,4059076,1108357203,1163134743,4042665,12721,3690,193,d1fac3321a26daf4,1163048400,1163134800,1,0,False,False
ours,tgbn-genre,train,1163134800,634,1163221201,13374,1163134803,1163221201,4072450,1108357203,1163221201,4055386,13083,3981,191,9cf7e54f0cc34ac8,1163134800,1163307600,2,0,False,False
ours,tgbn-genre,train,1163221200,634,1163221201,13374,1163134803,1163221201,4072450,1108357203,1163221201,4068469,3981,0,187,0d50fe706bd6dea8,1163134800,1163307600,2,1,False,False
ours,tgbn-genre,train,1163307600,635,1163307601,13872,1163221260,1163307601,4086322,1108357203,1163307601,4082501,3821,0,165,38d74a8647f25622,1163307600,1163394000,1,0,False,False
ours,tgbn-genre,train,1163394000,636,1163394001,14152,1163307605,1163394001,4100474,1108357203,1163394001,4096354,4120,0,187,93692291d2010883,1163394000,1163480400,1,0,False,False
ours,tgbn-genre,train,1163480400,637,1163480402,13290,1163394003,1163480402,4113764,1108357203,1163480402,4109374,4390,0,197,0fff63c0b249d610,1163480400,1163566800,1,0,False,False
ours,tgbn-genre,train,1163566800,638,1163566802,14017,1163480460,1163566802,4127781,1108357203,1163566802,4124151,3630,0,210,c932277aca46fc14,1163566800,1163653200,1,0,False,False
ours,tgbn-genre,train,1163653200,639,1163653200,15278,1163566803,1163653200,4143059,1108357203,1163653200,4138585,4474,0,207,05da67f30e9b79ef,1163653200,1163739600,1,0,False,False
ours,tgbn-genre,train,1163739600,640,1163739601,13754,1163653205,1163739601,4156813,1108357203,1163739601,4153311,3502,0,201,af2d152f1b4a21bd,1163739600,1163826000,1,0,False,False
ours,tgbn-genre,train,1163826000,641,1163826002,13155,1163739603,1163826002,4169968,1108357203,1163826002,4166269,3699,0,192,8888971b1897e82a,1163826000,1163912400,1,0,False,False
ours,tgbn-genre,train,1163912400,642,1163912402,11167,1163826003,1163912402,4181135,1108357203,1163912402,4178008,3127,0,182,53c3796e70c8fff4,1163912400,1163998800,1,0,False,False
ours,tgbn-genre,train,1163998800,643,1163998802,12536,1163912404,1163998802,4193671,1108357203,1163998802,4189602,4069,0,205,0bef937b506c19bf,1163998800,1164085200,1,0,False,False
ours,tgbn-genre,train,1164085200,644,1164085202,12759,1163998804,1164085202,4206430,1108357203,1164085202,4201969,4461,0,203,385dabb8acd0fc9b,1164085200,1164171600,1,0,False,False
ours,tgbn-genre,train,1164171600,645,1164171600,14105,1164085204,1164171600,4220535,1108357203,1164171600,4216497,4038,0,204,819446ac30296243,1164171600,1164258000,1,0,False,False
ours,tgbn-genre,train,1164258000,646,1164258000,12362,1164171603,1164258000,4232897,1108357203,1164258000,4229335,3562,0,186,698cdf356ecc8435,1164258000,1164344400,1,0,False,False
ours,tgbn-genre,train,1164344400,647,1164344401,10843,1164258004,1164344401,4243740,1108357203,1164344401,4240228,3512,0,191,41031fc9220626c3,1164344400,1164430800,1,0,False,False
ours,tgbn-genre,train,1164430800,649,1164517143,12591,1164430860,1164517143,4268081,1108357203,1164517143,4252242,12508,3331,191,f6e1ae0327d75e5b,1164430800,1164517200,1,0,False,False
ours,tgbn-genre,train,1164517200,650,1164603543,11705,1164517205,1164603543,4279786,1108357203,1164603543,4264750,11505,3531,182,e943cc8fcfc866d7,1164517200,1164603600,1,0,False,False
ours,tgbn-genre,train,1164603600,651,1164690002,11537,1164603603,1164690002,4291323,1108357203,1164690002,4276255,11031,4037,202,eeae8389c9c6cca4,1164603600,1164776400,2,0,False,False
ours,tgbn-genre,train,1164690000,651,1164690002,11537,1164603603,1164690002,4291323,1108357203,1164690002,4287286,4037,0,216,1a098252e06a4c14,1164603600,1164776400,2,1,False,False
ours,tgbn-genre,train,1164776400,652,1164776402,12404,1164690003,1164776402,4303727,1108357203,1164776402,4300523,3204,0,210,d0bfb77ccfa74840,1164776400,1164862800,1,0,False,False
ours,tgbn-genre,train,1164862800,653,1164862801,11519,1164776404,1164862801,4315246,1108357203,1164862801,4311954,3292,0,207,cd306610ec0d9f47,1164862800,1164949200,1,0,False,False
ours,tgbn-genre,train,1164949200,654,1164949202,10358,1164862804,1164949202,4325604,1108357203,1164949202,4322050,3554,0,201,fd585232832d8585,1164949200,1165035600,1,0,False,False
ours,tgbn-genre,train,1165035600,655,1165035601,11988,1164949203,1165035601,4337592,1108357203,1165035601,4334082,3510,0,209,a65337fa9b505983,1165035600,1165122000,1,0,False,False
ours,tgbn-genre,train,1165122000,656,1165122002,13834,1165035605,1165122002,4351426,1108357203,1165122002,4347366,4060,0,201,2c1bd878c04c8ffc,1165122000,1165208400,1,0,False,False
ours,tgbn-genre,train,1165208400,657,1165208401,14766,1165122003,1165208401,4366192,1108357203,1165208401,4361912,4280,0,181,a8b64301b9c6d1d9,1165208400,1165294800,1,0,False,False
ours,tgbn-genre,train,1165294800,659,1165381200,14547,1165294803,1165381200,4393612,1108357203,1165381200,4375045,13994,4573,197,ee6f8691382af159,1165294800,1165467600,2,0,False,False
ours,tgbn-genre,train,1165381200,659,1165381200,14547,1165294803,1165381200,4393612,1108357203,1165381200,4389039,4573,0,208,88caa8d12c93d11e,1165294800,1165467600,2,1,False,False
ours,tgbn-genre,train,1165467600,660,1165467602,15293,1165381203,1165467602,4408905,1108357203,1165467602,4404302,4603,0,221,638855a8c8d6824e,1165467600,1165554000,1,0,False,False
ours,tgbn-genre,train,1165554000,661,1165554002,13403,1165467662,1165554002,4422308,1108357203,1165554002,4418855,3453,0,219,f7db036ede52200e,1165554000,1165640400,1,0,False,False
ours,tgbn-genre,train,1165640400,662,1165640400,13380,1165554004,1165640400,4435688,1108357203,1165640400,4431932,3756,0,213,be56d7da7ca72ffd,1165640400,1165726800,1,0,False,False
ours,tgbn-genre,train,1165726800,663,1165726802,14122,1165640404,1165726802,4449810,1108357203,1165726802,4445620,4190,0,188,7ce3443c5b0fb49a,1165726800,1165813200,1,0,False,False
ours,tgbn-genre,train,1165813200,664,1165813202,13568,1165726805,1165813202,4463378,1108357203,1165813202,4459340,4038,0,212,6ba74b2da8e80128,1165813200,1165899600,1,0,False,False
ours,tgbn-genre,train,1165899600,666,1165986001,13839,1165899603,1165986001,4490046,1108357203,1165986001,4472131,14100,3815,211,ad0ebc2d89c3c5d1,1165899600,1166072400,2,0,False,False
ours,tgbn-genre,train,1165986000,666,1165986001,13839,1165899603,1165986001,4490046,1108357203,1165986001,4486231,3815,0,216,e6cae9714d9acfe1,1165899600,1166072400,2,1,False,False
ours,tgbn-genre,train,1166072400,667,1166072400,14641,1165986003,1166072400,4504687,1108357203,1166072400,4501071,3616,0,201,c4c2b6ed0de3705d,1166072400,1166158800,1,0,False,False
ours,tgbn-genre,train,1166158800,668,1166158802,13936,1166072404,1166158802,4518623,1108357203,1166158802,4514659,3964,0,198,42bd4be211d5b159,1166158800,1166245200,1,0,False,False
ours,tgbn-genre,train,1166245200,670,1166331602,13520,1166245205,1166331602,4545448,1108357203,1166331602,4528454,13333,3661,189,0b318f8a63f2c5c0,1166245200,1166418000,2,0,False,False
ours,tgbn-genre,train,1166331600,670,1166331602,13520,1166245205,1166331602,4545448,1108357203,1166331602,4541787,3661,0,185,1485ab9fda112fb4,1166245200,1166418000,2,1,False,False
ours,tgbn-genre,train,1166418000,671,1166418000,14205,1166331662,1166418000,4559653,1108357203,1166418000,4555712,3941,0,177,62c765fe05587e20,1166418000,1166504400,1,0,False,False
ours,tgbn-genre,train,1166504400,673,1166590802,12764,1166504464,1166590802,4585818,1108357203,1166590802,4569155,13615,3048,148,e109850d26634285,1166504400,1166677200,2,0,False,False
ours,tgbn-genre,train,1166590800,673,1166590802,12764,1166504464,1166590802,4585818,1108357203,1166590802,4582770,3048,0,168,c99c677fbf2725ea,1166504400,1166677200,2,1,False,False
ours,tgbn-genre,train,1166677200,675,1166763545,12547,1166677261,1166763545,4610264,1108357203,1166763545,4594600,12283,3381,192,9a007983cd3d5057,1166677200,1166763600,1,0,False,False
ours,tgbn-genre,train,1166763600,676,1166849945,12343,1166763603,1166849945,4622607,1108357203,1166849945,4606883,12583,3141,166,def32d293947c589,1166763600,1166850000,1,0,False,False
ours,tgbn-genre,train,1166850000,677,1166936342,12680,1166850003,1166936342,4635287,1108357203,1166936342,4619466,12193,3628,166,0fa897de59db5610,1166850000,1166936400,1,0,False,False
ours,tgbn-genre,train,1166936400,678,1167022802,12224,1166936403,1167022802,4647511,1108357203,1167022802,4631659,12420,3432,171,953a285dc81f99d7,1166936400,1167109200,2,0,False,False
ours,tgbn-genre,train,1167022800,678,1167022802,12224,1166936403,1167022802,4647511,1108357203,1167022802,4644079,3432,0,158,ccc957217f653d16,1166936400,1167109200,2,1,False,False
ours,tgbn-genre,train,1167109200,679,1167109202,9369,1167022865,1167109202,4656880,1108357203,1167109202,4653900,2980,0,147,388aee24536a36f9,1167109200,1167195600,1,0,False,False
ours,tgbn-genre,train,1167195600,680,1167195602,11817,1167109203,1167195602,4668697,1108357203,1167195602,4665277,3420,0,168,4b732199e8e22c7e,1167195600,1167282000,1,0,False,False
ours,tgbn-genre,train,1167282000,681,1167282001,13199,1167195604,1167282001,4681896,1108357203,1167282001,4677800,4096,0,182,e3ebc64beca8310a,1167282000,1167368400,1,0,False,False
ours,tgbn-genre,train,1167368400,682,1167368402,10832,1167282005,1167368402,4692728,1108357203,1167368402,4690019,2709,0,191,fe10d3e4313ffded,1167368400,1167454800,1,0,False,False
ours,tgbn-genre,train,1167454800,683,1167454801,11867,1167368403,1167454801,4704595,1108357203,1167454801,4701391,3204,0,199,8c33f9142a932492,1167454800,1167541200,1,0,False,False
ours,tgbn-genre,train,1167541200,684,1167541202,11431,1167454805,1167541202,4716026,1108357203,1167541202,4713022,3004,0,190,3283bc310e83752f,1167541200,1167627600,1,0,False,False
ours,tgbn-genre,train,1167627600,685,1167627601,11186,1167541263,1167627601,4727212,1108357203,1167627601,4724404,2808,0,192,65f1a1af869d93d7,1167627600,1167714000,1,0,False,False
ours,tgbn-genre,train,1167714000,686,1167714000,10191,1167627662,1167714000,4737403,1108357203,1167714000,4733943,3460,0,198,9c84d9fddd6de834,1167714000,1167800400,1,0,False,False
ours,tgbn-genre,train,1167800400,687,1167800402,12752,1167714060,1167800402,4750155,1108357203,1167800402,4746481,3674,0,195,1153d2c235603f70,1167800400,1167886800,1,0,False,False
ours,tgbn-genre,train,1167886800,688,1167886802,12745,1167800405,1167886802,4762900,1108357203,1167886802,4758453,4447,0,202,63b8f7dd78700863,1167886800,1167973200,1,0,False,False
ours,tgbn-genre,train,1167973200,689,1167973200,15469,1167886805,1167973200,4778369,1108357203,1167973200,4774373,3996,0,194,db938bc79c0dc85b,1167973200,1168059600,1,0,False,False
ours,tgbn-genre,train,1168059600,690,1168059602,14976,1167973203,1168059602,4793345,1108357203,1168059602,4789385,3960,0,189,a883d20da8cd0c79,1168059600,1168146000,1,0,False,False
ours,tgbn-genre,train,1168146000,691,1168146001,13616,1168059605,1168146001,4806961,1108357203,1168146001,4802989,3972,0,181,32d7d0f82a854671,1168146000,1168232400,1,0,False,False
ours,tgbn-genre,train,1168232400,692,1168232401,14867,1168146003,1168232401,4821828,1108357203,1168232401,4817930,3898,0,188,faf2c3b0ac405138,1168232400,1168318800,1,0,False,False
ours,tgbn-genre,train,1168318800,693,1168318802,12733,1168232460,1168318802,4834561,1108357203,1168318802,4830425,4136,0,188,b8d84bf07b8a0f99,1168318800,1168405200,1,0,False,False
ours,tgbn-genre,train,1168405200,694,1168405200,13556,1168318803,1168405200,4848117,1108357203,1168405200,4844163,3954,0,199,3f30035fb4d018ec,1168405200,1168491600,1,0,False,False
ours,tgbn-genre,train,1168491600,695,1168491602,13341,1168405260,1168491602,4861458,1108357203,1168491602,4857778,3680,0,205,f7e6bd1a95dce24b,1168491600,1168578000,1,0,False,False
ours,tgbn-genre,train,1168578000,696,1168578002,11548,1168491604,1168578002,4873006,1108357203,1168578002,4869525,3481,0,196,050e63640f23b6fa,1168578000,1168664400,1,0,False,False
ours,tgbn-genre,train,1168664400,697,1168664402,12633,1168578003,1168664402,4885639,1108357203,1168664402,4881966,3673,0,201,94bf23da28f3adc5,1168664400,1168750800,1,0,False,False
ours,tgbn-genre,train,1168750800,698,1168750800,10301,1168664465,1168750800,4895940,1108357203,1168750800,4892807,3133,0,199,dba068e87672af5b,1168750800,1168837200,1,0,False,False
ours,tgbn-genre,train,1168837200,699,1168837200,13889,1168750803,1168837200,4909829,1108357203,1168837200,4906182,3647,0,187,9cc8c9c85d6295db,1168837200,1168923600,1,0,False,False
ours,tgbn-genre,train,1168923600,701,1169010001,14505,1168923603,1169010001,4936989,1108357203,1169010001,4917956,14523,4510,200,6b40f77e96ef9279,1168923600,1169096400,2,0,False,False
ours,tgbn-genre,train,1169010000,701,1169010001,14505,1168923603,1169010001,4936989,1108357203,1169010001,4932479,4510,0,206,9b7e35e116069c89,1168923600,1169096400,2,1,False,False
ours,tgbn-genre,train,1169096400,702,1169096401,14472,1169010004,1169096401,4951461,1108357203,1169096401,4946978,4483,0,199,82c72a6474346b94,1169096400,1169182800,1,0,False,False
ours,tgbn-genre,train,1169182800,703,1169182802,13089,1169096403,1169182802,4964550,1108357203,1169182802,4960859,3691,0,199,1aa16794ed6a7b77,1169182800,1169269200,1,0,False,False
